rID,genes,ec,reaction,kegg,reaction_form,Pathway,evid/relia,comment 
R550,"slr0591, slr1164",1.17.4.1,dGDP_[cyt] + Thioredoxin disulfide_[cyt] + H2O_[cyt] <= GDP_[cyt] + Thioredoxin_[cyt],R02019,C00361_[cyt] + C00343_[cyt] + C00001_[cyt] <= C00035_[cyt] + C00342_[cyt],Purine,A,
R551,sll1430,2.4.2.7,AMP_[cyt] + Diphosphate_[cyt] <=> Adenine_[cyt] + 5-Phospho-alpha-D-ribose 1-diphosphate_[cyt],R00190,C00020_[cyt] + C00013_[cyt] <=> C00147_[cyt] + C00119_[cyt],Purine,A,
R552,sll1005,3.6.1.19,GTP_[cyt] + H2O_[cyt] => GMP_[cyt] + Diphosphate_[cyt],R00426,C00044_[cyt] + C00001_[cyt] => C00144_[cyt] + C00013_[cyt],Purine,A,
R553,sll1852,2.7.4.6,ATP_[cyt] + GDP_[cyt] <=> ADP_[cyt] + GTP_[cyt],R00330,C00002_[cyt] + C00035_[cyt] <=> C00008_[cyt] + C00044_[cyt],Purine,A,
R554,sll1852,2.7.4.6,ATP_[cyt] + dADP_[cyt] <=> ADP_[cyt] + dATP_[cyt],R01137,C00002_[cyt] + C00206_[cyt] <=> C00008_[cyt] + C00131_[cyt],Purine,A,
R555,sll1852,2.7.4.6,ATP_[cyt] + dGDP_[cyt] <=> ADP_[cyt] + dGTP_[cyt],R01857,C00002_[cyt] + C00361_[cyt] <=> C00008_[cyt] + C00286_[cyt],Purine,A,
R556,-,-,5'-Deoxyadenosine_[cyt] + H2O_[cyt] => 5-Deoxy-D-ribose_[cyt] + Adenine_[cyt],-,C05198_[cyt] + C00001_[cyt] => E19_[cyt] + C00147_[cyt],Purine,E,"unknown nucleosidase, needed for degradation/further consumption of 5'-Deoxyadenosine"
R557,sll1108,3.1.3.5,AMP_[cyt] + H2O_[cyt] <=> Adenosine_[cyt] + Orthophosphate_[cyt],R00183,C00020_[cyt] + C00001_[cyt] <=> C00212_[cyt] + C00009_[cyt],Purine,A,
R558,sll1459,3.1.3.5,AMP_[cyt] + H2O_[cyt] <=> Adenosine_[cyt] + Orthophosphate_[cyt],R00183,C00020_[cyt] + C00001_[cyt] <=> C00212_[cyt] + C00009_[cyt],Purine,A,
R559,slr1722,1.1.1.205,IMP_[cyt] + NAD+_[cyt] + H2O_[cyt] => Xanthosine 5'-phosphate_[cyt] + NADH_[cyt] + H+_[cyt],R01130,C00130_[cyt] + C00003_[cyt] + C00001_[cyt] => C00655_[cyt] + C00004_[cyt] + C00080_[cyt],Purine,A,
R560,slr0213,6.3.5.2,ATP_[cyt] + Xanthosine 5'-phosphate_[cyt] + L-Glutamine_[cyt] + H2O_[cyt] <=> AMP_[cyt] + Diphosphate_[cyt] + GMP_[cyt] + L-Glutamate_[cyt],R01231,C00002_[cyt] + C00655_[cyt] + C00064_[cyt] + C00001_[cyt] <=> C00020_[cyt] + C00013_[cyt] + C00144_[cyt] + C00025_[cyt],Purine,A,
R561,slr1123,2.7.4.8,ATP_[cyt] + GMP_[cyt] <=> ADP_[cyt] + GDP_[cyt],R00332,C00002_[cyt] + C00144_[cyt] <=> C00008_[cyt] + C00035_[cyt],Purine,A,
R562,slr0861,2.1.2.2,5'-Phosphoribosylglycinamide_[cyt] + Formate_[cyt] + ATP_[cyt] => 5'-Phosphoribosyl-N-formylglycinamide_[cyt] + ADP_[cyt] + Orthophsophate_[cyt],-,C03838_[cyt] + C00058_[cyt] + C00002_[cyt] => C04376_[cyt] + C00009_[cyt] + C00008_[cyt],Purine,B,PurT reaction of GAR transformylase; Marolewski et al. 1997
R563,sll1059,2.7.4.3,ATP_[cyt] + AMP_[cyt] <=> 2 ADP_[cyt],R00127,C00002_[cyt] + C00020_[cyt] <=> 2 C00008_[cyt],Purine,A,
R564,sll1815,2.7.4.3,ATP_[cyt] + AMP_[cyt] <=> 2 ADP_[cyt],R00127,C00002_[cyt] + C00020_[cyt] <=> 2 C00008_[cyt],Purine,A,
R565,sll1059,2.7.4.3,ATP_[cyt] + dAMP_[cyt] <=> ADP_[cyt] + dADP_[cyt],R01547,C00002_[cyt] + C00360_[cyt] <=> C00008_[cyt] + C00206_[cyt],Purine,A,
R566,sll1815,2.7.4.3,ATP_[cyt] + dAMP_[cyt] <=> ADP_[cyt] + dADP_[cyt],R01547,C00002_[cyt] + C00360_[cyt] <=> C00008_[cyt] + C00206_[cyt],Purine,A,
R567,sll1005,3.6.1.19,UTP_[cyt] + H2O_[cyt] => UMP_[cyt] + Diphosphate_[cyt],R00662,C00075_[cyt] + C00001_[cyt] => C00105_[cyt] + C00013_[cyt],Pyrimidine,A,
R568,sll1852,2.7.4.6,ATP_[cyt] + dCDP_[cyt] <=> ADP_[cyt] + dCTP_[cyt],R02326,C00002_[cyt] + C00705_[cyt] <=> C00008_[cyt] + C00458_[cyt],Pyrimidine,A,
R569,sll1852,2.7.4.6,ATP_[cyt] + dUDP_[cyt] <=> ADP_[cyt] + dUTP_[cyt],R02331,C00002_[cyt] + C01346_[cyt] <=> C00008_[cyt] + C00460_[cyt],Pyrimidine,A,
R570,slr1476,2.1.3.2,Carbamoyl phosphate_[cyt] + L-Aspartate_[cyt] <=> Orthophosphate_[cyt] + N-Carbamoyl-L-aspartate_[cyt],R01397,C00169_[cyt] + C00049_[cyt] <=> C00009_[cyt] + C00438_[cyt],Pyrimidine,A,
R571,sll1018,3.5.2.3,(S)-Dihydroorotate_[cyt] + H2O_[cyt] <=> N-Carbamoyl-L-aspartate_[cyt],R01993,C00337_[cyt] + C00001_[cyt] <=> C00438_[cyt],Pyrimidine,A,
R572,slr0406,3.5.2.3,(S)-Dihydroorotate_[cyt] + H2O_[cyt] <=> N-Carbamoyl-L-aspartate_[cyt],R01993,C00337_[cyt] + C00001_[cyt] <=> C00438_[cyt],Pyrimidine,A,
R573,sll0744,1.3.98.1,(S)-Dihydroorotate_[cyt] + Fumarate_[cyt] => Orotate_[cyt] + Succinate_[cyt],R01867,C00337_[cyt] + C00122_[cyt] => C00295_[cyt] + C00042_[cyt],Pyrimidine,A,
R574,slr1418,1.3.98.1,(S)-Dihydroorotate_[cyt] + Fumarate_[cyt] => Orotate_[cyt] + Succinate_[cyt],R01867,C00337_[cyt] + C00122_[cyt] => C00295_[cyt] + C00042_[cyt],Pyrimidine,A,
R575,slr0185,2.4.2.10,Orotidine 5'-phosphate_[cyt] + Diphosphate_[cyt] <=> Orotate_[cyt] + 5-Phospho-alpha-D-ribose 1-diphosphate_[cyt],R01870,C01103_[cyt] + C00013_[cyt] <=> C00295_[cyt] + C00119_[cyt],Pyrimidine,A,
R576,sll0838,4.1.1.23,Orotidine 5'-phosphate_[cyt] => UMP_[cyt] + CO2_[cyt],R00965,C01103_[cyt] => C00105_[cyt] + C00011_[cyt],Pyrimidine,A,
R577,sll1249,2.7.4.14,ATP_[cyt] + CMP_[cyt] <=> ADP_[cyt] + CDP_[cyt],R00512,C00002_[cyt] + C00055_[cyt] <=> C00008_[cyt] + C00112_[cyt],Pyrimidine,A,
R578,sll0144,2.7.4.22,ATP_[cyt] + UMP_[cyt] <=> ADP_[cyt] + UDP_[cyt],R00158,C00002_[cyt] + C00105_[cyt] <=> C00008_[cyt] + C00015_[cyt],Pyrimidine,A,
R579,sll1249,2.7.4.14,ATP_[cyt] + UMP_[cyt] <=> ADP_[cyt] + UDP_[cyt],R00158,C00002_[cyt] + C00105_[cyt] <=> C00008_[cyt] + C00015_[cyt],Pyrimidine,A,
R580,sll1852,2.7.4.6,ATP_[cyt] + UDP_[cyt] <=> ADP_[cyt] + UTP_[cyt],R00156,C00002_[cyt] + C00015_[cyt] <=> C00008_[cyt] + C00075_[cyt],Pyrimidine,A,
R581,sll1852,2.7.4.6,ATP_[cyt] + CDP_[cyt] <=> ADP_[cyt] + CTP_[cyt],R00570,C00002_[cyt] + C00112_[cyt] <=> C00008_[cyt] + C00063_[cyt],Pyrimidine,A,
R582,sll1443,6.3.4.2,ATP_[cyt] + UTP_[cyt] + NH3_[cyt] => ADP_[cyt] + Orthophosphate_[cyt] + CTP_[cyt],R00571,C00002_[cyt] + C00075_[cyt] + C00014_[cyt] => C00008_[cyt] + C00009_[cyt] + C00063_[cyt],Pyrimidine,A,
R583,sll1443,6.3.4.2,ATP_[cyt] + UTP_[cyt] + L-Glutamine_[cyt] + H2O_[cyt] => ADP_[cyt] + Orthophosphate_[cyt] + CTP_[cyt] + L-Glutamate_[cyt],R00573,C00002_[cyt] + C00075_[cyt] + C00064_[cyt] + C00001_[cyt] => C00008_[cyt] + C00009_[cyt] + C00063_[cyt] + C00025_[cyt],Pyrimidine,A,
R584,sll1258,3.5.4.13,dCTP_[cyt] + H2O_[cyt] => dUTP_[cyt] + NH3_[cyt],R02325,C00458_[cyt] + C00001_[cyt] => C00460_[cyt] + C00014_[cyt],Pyrimidine,A,
R585,sll1258,3.5.4.13,CTP_[cyt] + H2O_[cyt] => UTP_[cyt] + NH3_[cyt],R00568,C00063_[cyt] + C00001_[cyt] => C00075_[cyt] + C00014_[cyt],Pyrimidine,A,
R586,slr0379,2.7.4.9,ATP_[cyt] + dTMP_[cyt] <=> ADP_[cyt] + dTDP_[cyt],R02094,C00002_[cyt] + C00364_[cyt] <=> C00008_[cyt] + C00363_[cyt],Pyrimidine,A,
R587,slr0379,2.7.4.9,ATP_[cyt] + dUMP_[cyt] <=> ADP_[cyt] + dUDP_[cyt],R02098,C00002_[cyt] + C00365_[cyt] <=> C00008_[cyt] + C01346_[cyt],Pyrimidine,A,
R588,sll1635,2.1.1.148,"5,10-Methylenetetrahydrofolate_[cyt] + dUMP_[cyt] + NADPH_[cyt] + H+_[cyt] => Tetrahydrofolate_[cyt] + dTMP_[cyt] + NADP+_[cyt]",-,C00143_[cyt] + C00365_[cyt] + C00080_[cyt] + C00005_[cyt] => C00101_[cyt] + C00364_[cyt] + C00006_[cyt],Pyrimidine,A,NADPH serves as final electron acceptor; Graziani et al. 2004
R589,sll1005,3.6.1.19,dUTP_[cyt] + H2O_[cyt] => dUMP_[cyt] + Diphosphate_[cyt],R02100,C00044_[cyt] + C00001_[cyt] => C00144_[cyt] + C00013_[cyt],Pyrimidine,A,
R590,"slr0591, slr1164",1.17.4.1,dCDP_[cyt] + Thioredoxin disulfide_[cyt] + H2O_[cyt] <= Thioredoxin_[cyt] + CDP_[cyt],R02024,C00705_[cyt] + C00343_[cyt] + C00001_[cyt] <= C00342_[cyt] + C00112_[cyt],Pyrimidine,A,
R591,"slr0591, slr1164",1.17.4.1,dUDP_[cyt] + Thioredoxin disulfide_[cyt] + H2O_[cyt] <= Thioredoxin_[cyt] + UDP_[cyt],R02018,C01346_[cyt] + C00343_[cyt] + C00001_[cyt] <= C00342_[cyt] + C00015_[cyt],Pyrimidine,A,
R592,sll1852,2.7.4.6,ATP_[cyt] + dTDP_[cyt] <=> ADP_[cyt] + dTTP_[cyt],R02093,C00002_[cyt] + C00363_[cyt] <=> C00008_[cyt] + C00459_[cyt],Pyrimidine,A,
R593,slr1736,2.5.1.-,Phytyl diphosphate_[cyt] + Homogentisate_[cyt] => 2-Methyl-6-phytylquinol_[cyt] + Diphosphate_[cyt] + CO2_[cyt],R07500,C05427_[cyt] + C00544_[cyt] => C15882_[cyt] + C00013_[cyt] + C00011_[cyt],Quinone and Tocopherol,A,Schledz et al. 2001
R594,slr1737,-,2-Methyl-6-phytylquinol_[cyt] <=> delta-Tocopherol_[cyt],R07503,C15882_[cyt] <=> C14151_[cyt],Quinone and Tocopherol,A,
R595,slr1737,-,"2,3-Dimethyl-5-phytylquinol_[cyt] <=> gamma-Tocopherol_[cyt]",R07502,C15883_[cyt] <=> C02483_[cyt],Quinone and Tocopherol,A,
R596,slr0089,2.1.1.95,S-Adenosyl-L-methionine_[cyt] + gamma-Tocopherol_[cyt] => S-Adenosyl-L-homocysteine_[cyt] + alpha-Tocopherol_[cyt],R07236,C00019_[cyt] + C02483_[cyt] => C00021_[cyt] + C02477_[cyt],Quinone and Tocopherol,A,
R597,slr0089,2.1.1.95,delta-Tocopherol_[cyt] + S-Adenosyl-L-methionine_[cyt] => beta-Tocopherol_[cyt] + S-Adenosyl-L-homocysteine_[cyt],R07504,C14151_[cyt] + C00019_[cyt] => C14152_[cyt] + C00021_[cyt],Quinone and Tocopherol,A,
R598,sll1797,4.1.3.40,4-Hydroxybenzoate_[cyt] + Pyruvate_[cyt] <= Chorismate_[cyt],R01302,C00156_[cyt] + C00022_[cyt] <= C00251_[cyt],Quinone and Tocopherol,B,"BLAST search: identity 46 %, score 162, E-value 6e-42 to 4-hydroxybenzoate synthetase from Prochlorococcus marinus str. MIT 9303, need for plastoquinone-9 biosynthesis; Sadre et al. 2011"
R599,slr0926,2.5.1.39,all-trans-Nonaprenyl diphosphate_[cyt] + 4-Hydroxybenzoate_[cyt] => Diphosphate_[cyt] + 3-Nonaprenyl-4-hydroxybenzoate_[cyt],R07273,C04145_[cyt] + C00156_[cyt] => C00013_[cyt] + C03885_[cyt],Quinone and Tocopherol,B,PlqA; Sadre et al. 2011
R600,sll0936 or slr1099 or slr1300,-,"3-Nonaprenyl-4-hydroxybenzoate_[cyt] + 4 H+_[cyt] => 2-Methyl-6-solanyl-1,4-benzoquinol_[cyt] + H2O_[cyt]",-,C03885_[cyt] + 4 C00080_[cyt] => C17570_[cyt] + C00001_[cyt],Quinone and Tocopherol,D,Unknown reaction; combined steps of the plastoquinone biosynthesis (Sadre et al. 2011)
R601,sll0418,-,"2-Methyl-6-solanyl-1,4-benzoquinol_[cyt] + S-Adenosyl-L-methionine_[cyt] => Plastoquinone-9_[cyt] + S-Adenosyl-L-homocysteine_[cyt] + 2 H+_[cyt]",R08783,C17570_[cyt] + C00019_[cyt] => C10385_[cyt] + C00021_[cyt] + 2 C00080_[cyt],Quinone and Tocopherol,A,Cheng et al. 2003; Hohmann-Mariott and Blankenship 2010
R602,sll0418,-,"2-Methyl-6-phytylquinol_[cyt] + S-Adenosyl-L-methionine_[cyt] => 2,3-Dimethyl-5-phytylquinol_[cyt] + S-Adenosyl-L-homocysteine_[cyt]",R07501,C15882_[cyt] + C00019_[cyt] => C15883_[cyt] + C00021_[cyt],Quinone and Tocopherol,A,Cheng et al. 2003; Hohmann-Mariott and Blankenship 2010
R603,sll0603,5.4.4.2,Chorismate_[cyt] <=> Isochorismate_[cyt],R01717,C00251_[cyt] <=> C00885_[cyt],Quinone and Tocopherol,A,
R604,slr0817,5.4.4.2,Chorismate_[cyt] <=> Isochorismate_[cyt],R01717,C00251_[cyt] <=> C00885_[cyt],Quinone and Tocopherol,A,
R605,sll0603,2.2.1.9,Isochorismate_[cyt] + 2-Oxoglutarate_[cyt] => 2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_[cyt] + CO2_[cyt],R08165,C00885_[cyt] + C00026_[cyt] => C16519_[cyt] + C00011_[cyt],Quinone and Tocopherol,A,Wade Johnson et al. 2003
R606,slr1916,4.2.99.20,"2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate_[cyt] => (1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate_[cyt] + Pyruvate_[cyt]",R08166,C16519_[cyt] => C05817_[cyt] + C00022_[cyt],Quinone and Tocopherol,A,
R607,sll0409,4.2.1.113,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate_[cyt] => 2-Succinylbenzoate_[cyt] + H2O_[cyt]",R04031,C05817_[cyt] => C02730_[cyt] + C00001_[cyt],Quinone and Tocopherol,A,
R608,slr0492,6.2.1.26,ATP_[cyt] + 2-Succinylbenzoate_[cyt] + CoA_[cyt] => AMP_[cyt] + Diphosphate_[cyt] + 2-Succinylbenzoyl-CoA_[cyt],R04030,C00002_[cyt] + C02730_[cyt] + C00010_[cyt] => C00020_[cyt] + C00013_[cyt] + C03160_[cyt],Quinone and Tocopherol,A,Wade Johnson et al. 2003
R609,sll1127,4.1.3.36,"2-Succinylbenzoyl-CoA_[cyt] => 1,4-Dihydroxy-2-naphthoyl-CoA_[cyt] + H2O_[cyt]",R07263,C03160_[cyt] => C15547_[cyt] + C00001_[cyt],Quinone and Tocopherol,A,
R610,slr0204,3.1.2.28,"1,4-Dihydroxy-2-naphthoyl-CoA_[cyt] + H2O_[cyt] => 1,4-Dihydroxy-2-naphthoate_[cyt] + CoA_[cyt]",R07262,C15547_[cyt] + C00001_[cyt] => C03657_[cyt] + C00010_[cyt],Quinone and Tocopherol,A,
R611,slr1518,2.5.1.-,"1,4-Dihydroxy-2-naphthoate_[cyt] + Phytyl diphosphate_[cyt] => 2-Phytyl-1,4-naphthoquinone_[cyt] + CO2_[cyt] + Diphosphate_[cyt] + 2 H+_[cyt]",R06858,C03657_[cyt] + C05427_[cyt] => C13309_[cyt] + C00011_[cyt] + C00013_[cyt] + 2 C00080_[cyt],Quinone and Tocopherol,A,
R612,sll1653,2.1.1.-,"2-Phytyl-1,4-naphthoquinone_[cyt] + S-Adenosyl-L-methionine_[cyt] => Phylloquinone_[cyt] + S-Adenosyl-L-homocysteine_[cyt]",R06859,C13309_[cyt] + C00019_[cyt] => C02059_[cyt] + C00021_[cyt],Quinone and Tocopherol,A,Johnson et al. 2000
R613,slr0090,1.13.11.27,3-(4-Hydroxyphenyl)pyruvate_[cyt] + Oxygen_[cyt] => Homogentisate_[cyt] + CO2_[cyt],R02521,C01179_[cyt] + C00007_[cyt] => C00544_[cyt] + C00011_[cyt],Quinone andTocopherol,A,Essential for tocopherol synthesis; Daehnhardt et al. 2002
R614,sll1894,3.5.4.25,"GTP_[cyt] + 3 H2O_[cyt] => Formate_[cyt] + 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_[cyt] + Diphosphate_[cyt]",R00425,C00044_[cyt] + 3 C00001_[cyt] => C00058_[cyt] + C01304_[cyt] + C00013_[cyt],Riboflavin,A,
R615,slr0066,3.5.4.26,"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone_[cyt] + H2O_[cyt] => 5-Amino-6-(5'-phosphoribosylamino)uracil_[cyt] + NH3_[cyt]",R03459,C01304_[cyt] + C00001_[cyt] => C01268_[cyt] + C00014_[cyt],Riboflavin,A,
R616,sll0400,3.1.3.-,5-Amino-6-(5'-phosphoribitylamino)uracil_[cyt] + H2O_[cyt] <=> 5-Amino-6-(1-D-ribitylamino)uracil_[cyt] + Orthophosphate_[cyt],R07280,C04454_[cyt] + C00001_[cyt] <=> C04732_[cyt] + C00009_[cyt],Riboflavin,D,"Needed for FAD synthesis, sll0400 can be a candidate gene for the reaction"
R617,slr0066,1.1.1.193,5-Amino-6-(5'-phosphoribitylamino)uracil_[cyt] + NADP+_[cyt] <= 5-Amino-6-(5'-phosphoribosylamino)uracil_[cyt] + NADPH_[cyt] + H+_[cyt],R03458,C04454_[cyt] + C00006_[cyt] <= C01268_[cyt] + C00005_[cyt] + C00080_[cyt],Riboflavin,A,
R618,sll1894,4.1.99.12,"D-Ribulose 5-phosphate_[cyt] => 3,4-Dihydroxy-2-butanone 4-phosphate_[cyt] + Formate_[cyt]",R07281,C00199_[cyt] => C15556_[cyt] + C00058_[cyt],Riboflavin,A,
R619,sll1282,2.5.1.78,"5-Amino-6-(1-D-ribitylamino)uracil_[cyt] + 3,4-Dihydroxy-2-butanone 4-phosphate_[cyt] => 6,7-Dimethyl-8-(1-D-ribityl)lumazine_[cyt] + 2 H2O_[cyt] + Orthophosphate_[cyt]",R04457,C04732_[cyt] + C15556_[cyt] => C04332_[cyt] + 2 C00001_[cyt] + C00009_[cyt],Riboflavin,A,RibH (riboflavin synthase)
R620,sll0300,2.5.1.9,"2 6,7-Dimethyl-8-(1-D-ribityl)lumazine_[cyt] => Riboflavin_[cyt] + 5-Amino-6-(1-D-ribitylamino)uracil_[cyt]",R00066,2 C04332_[cyt] => C00255_[cyt] + C04732_[cyt],Riboflavin,A,
R621,slr1882,2.7.1.26,ATP_[cyt] + Riboflavin_[cyt] => ADP_[cyt] + FMN_[cyt],R00549,C00002_[cyt] + C00255_[cyt] => C00008_[cyt] + C00061_[cyt],Riboflavin,A,
R622,slr1882,2.7.7.2,ATP_[cyt] + FMN_[cyt] => Diphosphate_[cyt] + FAD_[cyt],R00161,C00002_[cyt] + C00061_[cyt] => C00013_[cyt] + C00016_[cyt],Riboflavin,A,
R623,slr0945,1.5.1.38,Reduced FMN_[cyt] + NADP+_[cyt] <=> FMN_[cyt] + NADPH_[cyt] + H+_[cyt],R05706,C01847_[cyt] + C00006_[cyt] <=> C00061_[cyt] + C00005_[cyt] + C00080_[cyt],Riboflavin,C,"BLAST search: identity 87.6 %, score 363, E-value e-102 to NADPH-dependent FMN reductase from Cyanothece sp. ATCC 51142"
R624,slr1719 or slr0001,1.14.99.40,Reduced FMN_[cyt] + Oxygen_[cyt] + NADH_[cyt] + H+_[cyt] => Dimethylbenzimidazole_[cyt] + D-Erythrose 4-phosphate_[cyt] + H2O_[cyt] + NAD+_[cyt],-,C01847_[cyt] + C00007_[cyt] + C00004_[cyt] + C00080_[cyt] => C03114_[cyt] + C00279_[cyt] + C00001_[cyt] + C00003_[cyt],Riboflavin,D,"BLAST search: slr1719 identity 67 %,  score 278, E-value 3e-76 to nitroreductase from Trichodesmium erythraeum IMS101; also 1.16.8.1 is capable to catalyze this reaction; reaction stoichiometry unclear up to now, unknown metabolite is produced"
R625,sll1566,2.4.1.213,ADP-glucose_[cyt] + sn-Glycerol 3-phosphate_[cyt] => 2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate_[cyt] + ADP_[cyt],R05328,C00498_[cyt] + C00093_[cyt] => C10517_[cyt] + C00008_[cyt],Stress,A,
R626,slr0746,3.1.3.69,2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate_[cyt] + H2O_[cyt] => 2-(beta-D-Glucosyl)-sn-glycerol_[cyt] + Orthophosphate_[cyt],R05791,C10517_[cyt] + C00001_[cyt] => C11546_[cyt] + C00009_[cyt],Stress,A,
R627,sll1683,4.1.1.18,L-Lysine_[cyt] => Cadaverine_[cyt] + CO2_[cyt],R00462,C00047_[cyt] => C01672_[cyt] + C00011_[cyt],Stress,A,Incharoensakdi et al. 2010
R628,sll0228,3.5.3.11,Agmatine_[cyt] + H2O_[cyt] => Putrescine_[cyt] + Urea_[cyt],R01157,C00179_[cyt] + C00001_[cyt] => C00134_[cyt] + C00086_[cyt],Stress,A,Schriekt et al. 2007
R629,-,2.5.1.16,S-Adenosylmethioninamine_[cyt] + Putrescine_[cyt] => 5'-Methylthioadenosine_[cyt] + Spermidine_[cyt] + H+_[cyt],R01920,C01137_[cyt] + C00134_[cyt] => C00170_[cyt] + C00315_[cyt] + C00080_[cyt],Stress,E,No genes could be identified; Jantaro et al. 2003
R630,-,2.5.1.16,S-Adenosylmethioninamine_[cyt] + Spermidine_[cyt] => 5'-Methylthioadenosine_[cyt] + Spermine_[cyt] + H+_[cyt],R02869,C01137_[cyt] + C00315_[cyt] => C00170_[cyt] + C00750_[cyt] + C00080_[cyt],Stress,E,No genes could be identified; Jantaro et al. 2003
R631,sll0135,2.4.2.28,5'-Methylthioadenosine_[cyt] + Orthophosphate_[cyt] => Adenine_[cyt] + S-Methyl-5-thio-D-ribose 1-phosphate_[cyt],R01402,C00170_[cyt] + C00009_[cyt] => C00147_[cyt] + C04188_[cyt],Stress,A,
R632,slr1938,5.3.1.23,S-Methyl-5-thio-D-ribose 1-phosphate_[cyt] <=> S-Methyl-5-thio-D-ribulose 1-phosphate_[cyt],R04420,C04188_[cyt] <=> C04582_[cyt],Stress,A,
R633,slr1176,2.7.7.27,ATP_[cyt] + D-Glucose 1-phosphate_[cyt] => Diphosphate_[cyt] + ADP-Glucose_[cyt],R00948,C00002_[cyt] + C00103_[cyt] => C00013_[cyt] + C00498_[cyt],Glycolysis and Sugar,A,
R634,sll0945,2.4.1.21,ADP-Glucose_[cyt] => ADP_[cyt] + Amylose_[cyt],R02421,C00498_[cyt] => C00008_[cyt] + C00718_[cyt],Glycolysis and Sugar,A,
R635,sll1393,2.4.1.21,ADP-Glucose_[cyt] => ADP_[cyt] + Amylose_[cyt],R02421,C00498_[cyt] => C00008_[cyt] + C00718_[cyt],Glycolysis and Sugar,A,
R636,sll0158,2.4.1.18,Amylose_[cyt] + Glycogen granule_[ext] => Glycogen_[cyt],R02110,C00718_[cyt] + C00182N_[cyt] => C00182_[cyt],Glycolysis and Sugar,A,
R637,sll1356,2.4.1.1,Amylose_[cyt] + Orthophosphate_[cyt] => D-Glucose 1-phosphate_[cyt],R01821,C00718_[cyt] + C00009_[cyt] => C00103_[cyt],Glycolysis and Sugar,A,
R638,slr1367,2.4.1.1,Amylose_[cyt] + Orthophosphate_[cyt] => D-Glucose 1-phosphate_[cyt],R01821,C00718_[cyt] + C00009_[cyt] => C00103_[cyt],Glycolysis and Sugar,A,
R639,slr1367,2.4.1.1,Glycogen_[cyt] + Orthophosphate_[cyt] => D-Glucose 1-phosphate_[cyt] + Glycogen granule_[cyt],R02111,C00182_[cyt] + C00009_[cyt] => C00103_[cyt] + C00182N_[cyt],Glycolysis and Sugar,A,
R640,sll1356,2.4.1.1,Glycogen_[cyt] + Orthophosphate_[cyt] => D-Glucose 1-phosphate_[cyt] + Glycogen granule_[ext],R02111,C00182_[cyt] + C00009_[cyt] => C00103_[cyt] + C00182N_[cyt],Glycolysis and Sugar,A,
R641,slr0237,3.2.1.-,Glycogen_[cyt] + H2O_[cyt] => D-Glucose_[cyt] + Glycogen granule_[cyt],-,C00182_[cyt] + C00001_[cyt] => C00031_[cyt] + C00182N_[cyt],Glycolysis and Sugar,A,
R642,slr1857,3.2.1.-,Glycogen_[cyt] + H2O_[cyt] => D-Glucose_[cyt] + Glycogen granule_[cyt],-,C00182_[cyt] + C00001_[cyt] => C00031_[cyt] + C00182N_[cyt],Glycolysis and Sugar,A,
R643,slr1993,2.3.1.9,2 Acetyl-CoA_[cyt] <=> CoA_[cyt] + Acetoacetyl-Co_[cyt],R00238,2 C00024_[cyt] <=> C00010_[cyt] + C00332_[cyt],PHB,A,
R644,slr1994,1.1.1.36,(R)-3-Hydroxybutanoyl-CoA_[cyt] + NADP+_[cyt] <=> Acetoacetyl-CoA_[cyt] + NADPH_[cyt] + H+_[cyt],R01977,C03561_[cyt] + C00006_[cyt] <=> C00332_[cyt] + C00005_[cyt] + C00080_[cyt],PHB,A,Taroncher-Oldenburg et al. 2000
R645,"slr1829, slr1830",2.3.1.-,(R)-3-Hydroxybutanoyl-CoA_[cyt] <=> Poly-beta-hydroxybutyrate_[cyt] + CoA_[cyt],R04254,C03561_[cyt] <=> C06143_[cyt] + C00010_[cyt],PHB,A,Taroncher-Oldenburg et al. 2000
R646,slr2002,6.3.2.29,1 L-Aspartate_[cyt] + 1 L-Arginine_[cyt] + 2 ATP_[cyt] + Cyanophycin polymer_[cyt] => Cyanophycin_[cyt] + 2 Orthophosphate_[cyt] + 2 ADP_[cyt],-,1 C00049_[cyt] + 1 C00062_[cyt] + 2 C00002_[cyt] + E10N_[cyt] => E10_[cyt] + 2 C00009_[cyt] + 2 C00008_[cyt],Cyanophycin,A,
R647,slr2001,3.4.15.6,Cyanophycine_[cyt] + 2 H2O_[cyt] => 1 L-Aspartate_[cyt] + 1 L-Arginine_[cyt] + Cyanophycin polymer_[cyt],-,E10_[cyt] + 2 C00001_[cyt] => 1 C00049_[cyt] + 1 C00062_[cyt] + E10N_[cyt],Cyanophycin,A,
